function,count,library
"numpy.ndarray[slilist[Union[int, pandas._libs.interval.Interval]]e[NoneType, NoneType, NoneType]] = list[Union[int, pandas._libs.interval.Interval]]",1,pandas
"numpy.ndarray[slilist[tuple[int, float]]e[NoneType, NoneType, NoneType]] = list[tuple[int, float]]",1,pandas
numpy.exp(pandas.core.indexes.multi.MultiIndex),1,pandas
"numpy.ndarray[slilist[tuple[float, int]]e[NoneType, NoneType, NoneType]] = list[tuple[float, int]]",1,pandas
numpy.ndarray == list[int],1,pandas
"numpy.ndarray.searchsorted(numpy.ndarray, numpy.int64, side=str)",1,pandas
int != numpy.int64,1,skimage
"numpy.ndim(a=list[Union[int, pandas._libs.tslibs.nattype.NaTType]])",1,pandas
pandas.core.indexes.multi.MultiIndex == numpy.ndarray,1,pandas
"numpy.random.mtrand.RandomState.permutation(numpy.random.mtrand.RandomState, list[tuple[int, int]])",1,pandas
"numpy.delete(arr=numpy.ndarray, obj=list)",1,pandas
"numpy.tile(A=pandas.core.indexes.datetimes.DatetimeIndex, reps=int)",1,pandas
"numpy.array(list[Union[numpy.dtype, pandas.core.dtypes.dtypes.CategoricalDtype, pandas.core.dtypes.dtypes.DatetimeTZDtype]])",1,pandas
"numpy.ndarray[slilist[tuple[int, pandas._libs.tslibs.timestamps.Timestamp]]e[NoneType, NoneType, NoneType]] = list[tuple[int, pandas._libs.tslibs.timestamps.Timestamp]]",1,pandas
"numpy.repeat(a=numpy.ndarray, repeats=numpy.int64)",1,pandas
"numpy.array(tuple[int, int], copy=builtins.bool)",1,pandas
numpy.int8 == numpy.int64,1,pandas
"numpy.ndarray[slilist[Union[NoneType, float, int, pandas._libs.tslibs.nattype.NaTType, str]]e[NoneType, NoneType, NoneType]] = list[Union[NoneType, float, int, pandas._libs.tslibs.nattype.NaTType, str]]",1,pandas
numpy.isnan(pandas.core.indexes.multi.MultiIndex),1,pandas
numpy.isfinite(pandas.core.indexes.multi.MultiIndex),1,pandas
numpy.deg2rad(pandas.core.indexes.multi.MultiIndex),1,pandas
numpy.arccosh(pandas.core.indexes.multi.MultiIndex),1,pandas
numpy.tanh(pandas.core.indexes.multi.MultiIndex),1,pandas
numpy.sinh(pandas.core.indexes.multi.MultiIndex),1,pandas
numpy.arccos(pandas.core.indexes.multi.MultiIndex),1,pandas
numpy.tan(pandas.core.indexes.multi.MultiIndex),1,pandas
numpy.sin(pandas.core.indexes.multi.MultiIndex),1,pandas
numpy.log1p(pandas.core.indexes.multi.MultiIndex),1,pandas
numpy.log2(pandas.core.indexes.multi.MultiIndex),1,pandas
numpy.expm1(pandas.core.indexes.multi.MultiIndex),1,pandas
numpy.ndim(a=list[datetime.timedelta]),1,pandas
"numpy.ndarray[tuple[NoneType, NoneType, int, slice[int, NoneType, NoneType]]]",1,dask.array
"numpy.ndarray[tuple[NoneType, NoneType, int, builtins.ellipsis]]",1,dask.array
numpy.ndarray[float] = int,1,pandas
"numpy.array(numpy.ndarray, copy=builtins.bool)",1,skimage
numpy.ndarray[numpy.ndarray] = pandas.core.indexes.datetimes.DatetimeIndex,1,pandas
"numpy.ndarray[tuple[numpy.ndarray, slinumpy.ndarraye[NoneType, NoneType, NoneType]]] = numpy.ndarray",1,pandas
numpy.asarray(a=builtins.complex),1,pandas
"numpy.issubdtype(arg1=Type[numpy.complex128], arg2=Type[numpy.integer])",1,pandas
"numpy.ndarray[tuple[NoneType, slice[int, NoneType, NoneType], int, slice[NoneType, int, NoneType]]]",1,dask.array
"numpy.ndarray[tuple[NoneType, slice[int, NoneType, NoneType], int, NoneType]]",1,dask.array
"numpy.ndarray[tuple[NoneType, slice[int, NoneType, NoneType], slice[int, NoneType, NoneType], slice[NoneType, int, NoneType]]]",1,dask.array
Type[Type[numpy.complex128]uiltins.oType[numpy.complex128]ject] == Type[numpy.complex128],1,pandas
Type[numpy.complex128] == Type[numpy.complex128],1,pandas
"numpy.ndarray[tuple[NoneType, slice[int, NoneType, NoneType], slice[int, NoneType, NoneType], int]]",1,dask.array
Type[numpy.float64] == Type[numpy.complex128],1,pandas
"numpy.putmask(numpy.ndarray, numpy.ndarray, builtins.complex)",1,pandas
"numpy.array(list[Union[datetime.timedelta, str]], copy=builtins.bool)",1,pandas
"numpy.ndim(a=list[Union[datetime.timedelta, str]])",1,pandas
"numpy.asarray(a=list[Union[datetime.datetime, pandas._libs.tslibs.timestamps.Timestamp]])",1,pandas
"numpy.asarray(a=list[Union[numpy.datetime64, pandas._libs.tslibs.timestamps.Timestamp]])",1,pandas
"numpy.ndarray[tuple[NoneType, slice[int, NoneType, NoneType], slice[int, NoneType, NoneType], NoneType]]",1,dask.array
"numpy.where(pandas.core.indexes.base.Index, numpy.ndarray, numpy.ndarray)",1,pandas
"numpy.where(numpy.ndarray, numpy.ndarray, pandas.core.arrays.datetimes.DatetimeArray)",1,pandas
"numpy.ndarray[slilist[Union[builtins.bool, numpy.float64]]e[NoneType, NoneType, NoneType]] = list[Union[builtins.bool, numpy.float64]]",1,pandas
"numpy.ndarray[slilist[Union[builtins.bool, numpy.int64]]e[NoneType, NoneType, NoneType]] = list[Union[builtins.bool, numpy.int64]]",1,pandas
"numpy.ndarray[slilist[Union[builtins.complex, numpy.bool_]]e[NoneType, NoneType, NoneType]] = list[Union[builtins.complex, numpy.bool_]]",1,pandas
"numpy.ndarray[slilist[Union[builtins.complex, numpy.complex128]]e[NoneType, NoneType, NoneType]] = list[Union[builtins.complex, numpy.complex128]]",1,pandas
"numpy.ndarray[slilist[Union[builtins.complex, numpy.float64]]e[NoneType, NoneType, NoneType]] = list[Union[builtins.complex, numpy.float64]]",1,pandas
"numpy.ndarray[slilist[Union[builtins.complex, numpy.int64]]e[NoneType, NoneType, NoneType]] = list[Union[builtins.complex, numpy.int64]]",1,pandas
"numpy.ndarray[tuple[NoneType, slice[int, NoneType, NoneType], NoneType, builtins.ellipsis]]",1,dask.array
"numpy.ndarray[tuple[NoneType, slice[int, NoneType, NoneType], slice[NoneType, int, NoneType], slice[int, NoneType, NoneType]]]",1,dask.array
"numpy.ndarray[tuple[NoneType, slice[int, NoneType, NoneType], slice[NoneType, int, NoneType], int]]",1,dask.array
"numpy.ndarray[slilist[Union[int, numpy.complex128]]e[NoneType, NoneType, NoneType]] = list[Union[int, numpy.complex128]]",1,pandas
numpy.float64 in pandas.core.indexes.numeric.Float64Index,1,pandas
"numpy.ndarray[tuple[NoneType, int, NoneType, slice[NoneType, int, NoneType]]]",1,dask.array
numpy.ndarray[list[int]] = int,1,pandas
"numpy.ndarray[tuple[slinumpy.ndarraye[int, int, NoneType], slinumpy.ndarraye[int, int, NoneType]]] = numpy.ndarray",1,pandas
"numpy.ix_(args=tuple[list[int], list[int]])",1,pandas
"numpy.ndarray[tuple[NoneType, int, NoneType, int]]",1,dask.array
"numpy.ndarray[tuple[int, int]] = list[int]",1,pandas
"numpy.asarray(a=numpy.ndarray, dtype=Type[numpy.uint64])",1,pandas
numpy.int64 % int,1,skimage
"numpy.zeros(int, dtype=Type[numpy.float64])",1,pandas
"numpy.zeros(int, dtype=Type[builtins.complex])",1,pandas
"numpy.ndarray[tuple[NoneType, int, NoneType, NoneType]]",1,dask.array
"numpy.ndarray[slilist[int]e[NoneType, int, NoneType]] = list[int]",1,pandas
numpy.ndarray[int] = numpy.str_,1,pandas
numpy.array(numpy.str_),1,pandas
int ** numpy.bool_,1,skimage
numpy.asarray(a=list[list[int]]),1,pandas
"numpy.ndarray[tuple[NoneType, slice[int, NoneType, NoneType], builtins.ellipsis, slice[NoneType, int, NoneType]]]",1,dask.array
"numpy.ndarray[slilist[int]e[int, NoneType, int]] = list[int]",1,pandas
"numpy.ndarray[tuple[NoneType, slice[int, NoneType, NoneType], builtins.ellipsis, int]]",1,dask.array
"numpy.ndarray[tuple[sliinte[NoneType, NoneType, NoneType], sliinte[int, int, NoneType]]] = int",1,pandas
numpy.__version__,1,skimage
"numpy.ndarray[tuple[NoneType, slice[int, NoneType, NoneType], builtins.ellipsis, NoneType]]",1,dask.array
"numpy.ndarray[tuple[NoneType, slice[int, NoneType, NoneType], slice[NoneType, int, NoneType], builtins.ellipsis]]",1,dask.array
"numpy.ndarray[sliinte[float, float, NoneType]] = int",1,pandas
"numpy.ndarray[sliinte[int, float, NoneType]] = int",1,pandas
"numpy.ndarray[sliinte[float, int, NoneType]] = int",1,pandas
numpy.float64 in pandas._libs.index.Float64Engine,1,pandas
"numpy.ndarray[slilist[Union[float, numpy.bool_]]e[NoneType, NoneType, NoneType]] = list[Union[float, numpy.bool_]]",1,pandas
"numpy.where(pandas.core.indexes.base.Index, numpy.ndarray, pandas.core.indexes.numeric.Int64Index)",1,pandas
"numpy.ndarray[slilist[Union[pandas._libs.tslibs.timedeltas.Timedelta, str]]e[NoneType, NoneType, NoneType]] = list[Union[pandas._libs.tslibs.timedeltas.Timedelta, str]]",1,pandas
int == numpy.uint8,1,pandas
"numpy.ndarray[tuple[NoneType, NoneType, slice[NoneType, int, NoneType], int]]",1,dask.array
pandas.core.arrays.integer.Int16Dtype == Type[numpy.object_],1,pandas
"numpy.ndarray[tuple[NoneType, NoneType, slice[NoneType, int, NoneType], slice[int, NoneType, NoneType]]]",1,dask.array
pandas.core.arrays.integer.Int8Dtype == Type[numpy.object_],1,pandas
int == numpy.int8,1,pandas
pandas.core.arrays.integer.UInt64Dtype == Type[numpy.object_],1,pandas
pandas.core.arrays.integer.UInt32Dtype == Type[numpy.object_],1,pandas
pandas.core.arrays.integer.UInt16Dtype == Type[numpy.object_],1,pandas
pandas.core.arrays.integer.UInt8Dtype == Type[numpy.object_],1,pandas
numpy.asarray(a=list[pandas._libs.interval.Interval]),1,pandas
"numpy.ndarray[tuple[NoneType, NoneType, slice[NoneType, int, NoneType], NoneType]]",1,dask.array
numpy.int64 == numpy.int16,1,pandas
numpy.uint64 == numpy.uint32,1,pandas
"numpy.ndarray[tuple[NoneType, NoneType, int, slice[NoneType, int, NoneType]]]",1,dask.array
numpy.uint64 == numpy.uint16,1,pandas
"numpy.ndarray[tuple[slilist[str]e[int, int, NoneType], int]] = list[str]",1,pandas
numpy.uint64 == numpy.uint8,1,pandas
"numpy.ndarray[tuple[numpy.ndarray, int]] = list[str]",1,pandas
"numpy.eye(N=int, dtype=numpy.dtype)",1,pandas
numpy.ndarray[tuple[list[int]]] = list[int],1,pandas
numpy.ndarray[tuple[list[int]]] = int,1,pandas
numpy.ndarray[tuple[numpy.ndarray]] = list[int],1,pandas
"numpy.asarray(a=tuple[pandas._libs.tslibs.timedeltas.Timedelta, pandas._libs.tslibs.timedeltas.Timedelta, pandas._libs.tslibs.timedeltas.Timedelta, pandas._libs.tslibs.timedeltas.Timedelta, pandas._libs.tslibs.timedeltas.Timedelta], dtype=Type[builtins.object])",1,pandas
"numpy.where(pandas.core.series.Series, numpy.ndarray, int)",1,pandas
"numpy.ndarray[tuple[NoneType, NoneType, int, int]]",1,dask.array
numpy.argsort(a=pandas.core.indexes.timedeltas.TimedeltaIndex),1,pandas
"numpy.ndarray[tuple[NoneType, NoneType, int, NoneType]]",1,dask.array
pandas.core.arrays.integer.Int32Dtype == Type[numpy.object_],1,pandas
int == numpy.uint32,1,pandas
numpy.bool_uiltins.numpy.bool_ool != numpy.bool_,1,pandas
"numpy.ndarray[tuple[slinumpy.ndarraye[int, int, NoneType], int]] = numpy.ndarray",1,pandas
"numpy.ndarray[slilist[Union[numpy.bool_, str]]e[NoneType, NoneType, NoneType]] = list[Union[numpy.bool_, str]]",1,pandas
"numpy.where(numpy.ndarray, numpy.ndarray, builtins.bool)",1,pandas
numpy.complex128uiltins.complex != numpy.complex128,1,pandas
"numpy.where(numpy.ndarray, numpy.ndarray, builtins.complex)",1,pandas
"numpy.where(pandas.core.indexes.base.Index, numpy.ndarray, builtins.bool)",1,pandas
"numpy.where(pandas.core.indexes.base.Index, numpy.ndarray, pandas.core.indexes.base.Index)",1,pandas
numpy.dtype(builtins.complex),1,pandas
"numpy.ndarray[tuple[NoneType, slice[int, NoneType, NoneType], NoneType, slice[NoneType, int, NoneType]]]",1,dask.array
"numpy.ndarray[slilist[Union[builtins.complex, str]]e[NoneType, NoneType, NoneType]] = list[Union[builtins.complex, str]]",1,pandas
"numpy.ndarray[tuple[NoneType, slice[int, NoneType, NoneType], NoneType, int]]",1,dask.array
"numpy.where(pandas.core.indexes.base.Index, numpy.ndarray, pandas.core.indexes.numeric.Float64Index)",1,pandas
"numpy.where(pandas.core.indexes.base.Index, numpy.ndarray, float)",1,pandas
"numpy.ndarray[tuple[NoneType, slice[int, NoneType, NoneType], NoneType, slice[int, NoneType, NoneType]]]",1,dask.array
"numpy.where(pandas.core.indexes.base.Index, numpy.ndarray, int)",1,pandas
"numpy.ndarray[tuple[NoneType, slice[int, NoneType, NoneType], NoneType, NoneType]]",1,dask.array
"numpy.ndarray[tuple[NoneType, NoneType, builtins.ellipsis, int]]",1,dask.array
"numpy.asarray(a=list[Union[datetime.date, str]])",1,pandas
"numpy.ndarray[tuple[NoneType, NoneType, slice[NoneType, int, NoneType], builtins.ellipsis]]",1,dask.array
"numpy.ndarray[tuple[NoneType, NoneType, slice[NoneType, int, NoneType], slice[NoneType, int, NoneType]]]",1,dask.array
"numpy.ndim(a=list[Union[datetime.date, str]])",1,pandas
"numpy.ndarray[slilist[builtins.complex]e[NoneType, NoneType, NoneType]] = list[builtins.complex]",1,pandas
"numpy.ndarray[slilist[Union[builtins.complex, float]]e[NoneType, NoneType, NoneType]] = list[Union[builtins.complex, float]]",1,pandas
"numpy.asarray(a=list[Union[int, numpy.int16]])",1,pandas
"numpy.array(list[Union[int, numpy.int16]], copy=numpy.dtype, dtype=builtins.bool)",1,pandas
"numpy.array_equal(a1=list[Union[int, numpy.int32]], a2=numpy.ndarray)",1,pandas
numpy.ndarray[int] = builtins.complex,1,pandas
"numpy.core.records.fromarrays(arrayList=list[list[str]], names=list[str])",1,pandas
"numpy.array(list[tuple[int, int]], copy=builtins.bool)",1,pandas
"numpy.asarray(a=list[tuple[pandas._libs.tslibs.timestamps.Timestamp, pandas._libs.tslibs.timestamps.Timestamp]], dtype=NoneType)",1,pandas
"numpy.array(list[Union[numpy.datetime64, pandas._libs.tslibs.nattype.NaTType]], dtype=Type[builtins.object])",1,pandas
numpy.cos(pandas.core.indexes.numeric.UInt64Index),1,pandas
numpy.arccos(numpy.ndarray),1,pandas
numpy.tan(numpy.ndarray),1,pandas
numpy.log1p(numpy.ndarray),1,pandas
numpy.log2(numpy.ndarray),1,pandas
numpy.expm1(numpy.ndarray),1,pandas
numpy.random._mt19937.__warningregistry__,1,skimage
numpy.rad2deg(pandas.core.indexes.numeric.UInt64Index),1,pandas
numpy.arctanh(pandas.core.indexes.numeric.UInt64Index),1,pandas
numpy.random._bit_generator.__warningregistry__,1,skimage
numpy.arcsinh(pandas.core.indexes.numeric.UInt64Index),1,pandas
numpy.cosh(pandas.core.indexes.numeric.UInt64Index),1,pandas
numpy.arctan(pandas.core.indexes.numeric.UInt64Index),1,pandas
numpy.arcsin(pandas.core.indexes.numeric.UInt64Index),1,pandas
numpy.sqrt(pandas.core.indexes.numeric.UInt64Index),1,pandas
"numpy.asarray(a=list[tuple[float, float]], dtype=NoneType)",1,pandas
numpy.log10(pandas.core.indexes.numeric.UInt64Index),1,pandas
numpy.log(pandas.core.indexes.numeric.UInt64Index),1,pandas
numpy.exp2(pandas.core.indexes.numeric.UInt64Index),1,pandas
numpy.rad2deg(numpy.ndarray),1,pandas
numpy.rad2deg(pandas.core.indexes.numeric.Int64Index),1,pandas
numpy.arctanh(numpy.ndarray),1,pandas
numpy.arctanh(pandas.core.indexes.numeric.Int64Index),1,pandas
numpy.arcsinh(numpy.ndarray),1,pandas
numpy.arcsinh(pandas.core.indexes.numeric.Int64Index),1,pandas
numpy.cosh(numpy.ndarray),1,pandas
numpy.cosh(pandas.core.indexes.numeric.Int64Index),1,pandas
numpy.arctan(numpy.ndarray),1,pandas
numpy.arctan(pandas.core.indexes.numeric.Int64Index),1,pandas
numpy.sinh(numpy.ndarray),1,pandas
numpy.tanh(numpy.ndarray),1,pandas
numpy.arccosh(numpy.ndarray),1,pandas
numpy.deg2rad(numpy.ndarray),1,pandas
numpy.sinh(pandas.core.indexes.category.CategoricalIndex),1,pandas
numpy.arctan(pandas.core.indexes.category.CategoricalIndex),1,pandas
numpy.arccos(pandas.core.indexes.category.CategoricalIndex),1,pandas
numpy.arcsin(pandas.core.indexes.category.CategoricalIndex),1,pandas
numpy.tan(pandas.core.indexes.category.CategoricalIndex),1,pandas
numpy.cos(pandas.core.indexes.category.CategoricalIndex),1,pandas
numpy.sin(pandas.core.indexes.category.CategoricalIndex),1,pandas
numpy.sqrt(pandas.core.indexes.category.CategoricalIndex),1,pandas
numpy.log1p(pandas.core.indexes.category.CategoricalIndex),1,pandas
numpy.log10(pandas.core.indexes.category.CategoricalIndex),1,pandas
numpy.log2(pandas.core.indexes.category.CategoricalIndex),1,pandas
numpy.log(pandas.core.indexes.category.CategoricalIndex),1,pandas
numpy.expm1(pandas.core.indexes.category.CategoricalIndex),1,pandas
numpy.exp2(pandas.core.indexes.category.CategoricalIndex),1,pandas
numpy.exp(pandas.core.indexes.category.CategoricalIndex),1,pandas
numpy.rad2deg(pandas.core.indexes.numeric.Float64Index),1,pandas
numpy.arctanh(pandas.core.indexes.numeric.Float64Index),1,pandas
numpy.arcsinh(pandas.core.indexes.numeric.Float64Index),1,pandas
numpy.cosh(pandas.core.indexes.numeric.Float64Index),1,pandas
numpy.arctan(pandas.core.indexes.numeric.Float64Index),1,pandas
numpy.random._philox.__warningregistry__,1,skimage
numpy.arcsin(pandas.core.indexes.numeric.Float64Index),1,pandas
numpy.cos(pandas.core.indexes.numeric.Float64Index),1,pandas
numpy.sqrt(pandas.core.indexes.numeric.Float64Index),1,pandas
numpy.log10(pandas.core.indexes.numeric.Float64Index),1,pandas
numpy.log(pandas.core.indexes.numeric.Float64Index),1,pandas
numpy.exp2(pandas.core.indexes.numeric.Float64Index),1,pandas
numpy.arcsin(numpy.ndarray),1,pandas
numpy.arcsin(pandas.core.indexes.numeric.Int64Index),1,pandas
numpy.cos(pandas.core.indexes.numeric.Int64Index),1,pandas
pandas.core.indexes.numeric.UInt64Index == numpy.ndarray,1,pandas
"numpy.ndarray[slilist[numpy.ulonglong]e[NoneType, NoneType, NoneType]] = list[numpy.ulonglong]",1,pandas
"numpy.repeat(a=pandas.core.indexes.numeric.UInt64Index, axis=int, repeats=int)",1,pandas
numpy.argsort(a=pandas.core.indexes.numeric.UInt64Index),1,pandas
"numpy.histogram(a=numpy.ndarray, bins=builtins.bool, density=tuple[numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64])",1,skimage
"numpy.array_equal(a1=pandas.core.series.Series, a2=pandas.core.series.Series)",1,pandas
"numpy.concatenate(tuple[pandas.core.indexes.base.Index, pandas.core.indexes.numeric.Int64Index])",1,pandas
"numpy.concatenate(tuple[pandas.core.indexes.numeric.Int64Index, pandas.core.indexes.base.Index])",1,pandas
"numpy.asarray(a=list[Union[float, int, numpy.int64]], dtype=NoneType)",1,pandas
"numpy.convolve(a=numpy.ndarray, mode=str, v=list[float])",1,skimage
numpy.polynomial.__warningregistry__,1,skimage
numpy.ndarray -= numpy.uint8,1,skimage
"numpy.repeat(a=pandas.core.indexes.numeric.Int64Index, axis=int, repeats=int)",1,pandas
"numpy.asarray(a=list[Union[datetime.datetime, pandas._libs.tslibs.nattype.NaTType]])",1,pandas
"numpy.ndim(a=list[Union[datetime.datetime, pandas._libs.tslibs.nattype.NaTType]])",1,pandas
numpy.ndarray - pandas.core.indexes.numeric.Float64Index,1,pandas
"numpy.asarray(a=tuple[float, float, float, float, float], dtype=Type[builtins.object])",1,pandas
numpy.uint8 / int,1,skimage
"numpy.repeat(a=pandas.core.indexes.numeric.Float64Index, axis=int, repeats=int)",1,pandas
"numpy.repeat(a=pandas.core.indexes.numeric.Float64Index, repeats=int)",1,pandas
numpy.argsort(a=pandas.core.indexes.numeric.Float64Index),1,pandas
"numpy.array(pandas.core.indexes.numeric.Float64Index, copy=Type[numpy.float64], dtype=builtins.bool)",1,pandas
"numpy.ndarray[slilist[Union[numpy.datetime64, numpy.timedelta64]]e[NoneType, NoneType, NoneType]] = list[Union[numpy.datetime64, numpy.timedelta64]]",1,pandas
"numpy.ndarray[slilist[Union[numpy.timedelta64, pandas._libs.missing.NAType]]e[NoneType, NoneType, NoneType]] = list[Union[numpy.timedelta64, pandas._libs.missing.NAType]]",1,pandas
"numpy.ndarray[slilist[Union[numpy.datetime64, pandas._libs.missing.NAType]]e[NoneType, NoneType, NoneType]] = list[Union[numpy.datetime64, pandas._libs.missing.NAType]]",1,pandas
"numpy.ndarray[slilist[Union[pandas._libs.missing.NAType, pandas._libs.tslibs.nattype.NaTType]]e[NoneType, NoneType, NoneType]] = list[Union[pandas._libs.missing.NAType, pandas._libs.tslibs.nattype.NaTType]]",1,pandas
"numpy.array(list[Union[numpy.timedelta64, pandas._libs.tslibs.nattype.NaTType]], dtype=Type[builtins.object])",1,pandas
"numpy.ndarray[slilist[Union[numpy.timedelta64, pandas._libs.tslibs.nattype.NaTType]]e[NoneType, NoneType, NoneType]] = list[Union[numpy.timedelta64, pandas._libs.tslibs.nattype.NaTType]]",1,pandas
numpy.ulonglong(),1,pandas
"numpy.asarray(a=list[Union[float, int, numpy.uint64]], dtype=NoneType)",1,pandas
numpy.log10(numpy.ndarray),1,pandas
"numpy.concatenate(tuple[pandas.core.indexes.base.Index, pandas.core.indexes.numeric.UInt64Index])",1,pandas
numpy.log10(pandas.core.indexes.numeric.Int64Index),1,pandas
numpy.log(numpy.ndarray),1,pandas
numpy.log(pandas.core.indexes.numeric.Int64Index),1,pandas
numpy.exp2(numpy.ndarray),1,pandas
numpy.exp2(pandas.core.indexes.numeric.Int64Index),1,pandas
numpy.rad2deg(pandas.core.indexes.period.PeriodIndex),1,pandas
numpy.arctanh(pandas.core.indexes.period.PeriodIndex),1,pandas
numpy.arcsinh(pandas.core.indexes.period.PeriodIndex),1,pandas
numpy.cosh(pandas.core.indexes.period.PeriodIndex),1,pandas
numpy.arctan(pandas.core.indexes.period.PeriodIndex),1,pandas
numpy.arcsin(pandas.core.indexes.period.PeriodIndex),1,pandas
numpy.cos(pandas.core.indexes.period.PeriodIndex),1,pandas
numpy.sqrt(pandas.core.indexes.period.PeriodIndex),1,pandas
numpy.log10(pandas.core.indexes.period.PeriodIndex),1,pandas
numpy.log(pandas.core.indexes.period.PeriodIndex),1,pandas
numpy.exp2(pandas.core.indexes.period.PeriodIndex),1,pandas
numpy.rad2deg(pandas.core.indexes.base.Index),1,pandas
numpy.arctanh(pandas.core.indexes.base.Index),1,pandas
numpy.arcsinh(pandas.core.indexes.base.Index),1,pandas
numpy.cosh(pandas.core.indexes.base.Index),1,pandas
numpy.arctan(pandas.core.indexes.base.Index),1,pandas
numpy.arcsin(pandas.core.indexes.base.Index),1,pandas
numpy.cos(pandas.core.indexes.base.Index),1,pandas
numpy.sqrt(pandas.core.indexes.base.Index),1,pandas
numpy.log10(pandas.core.indexes.base.Index),1,pandas
numpy.log(pandas.core.indexes.base.Index),1,pandas
numpy.exp2(pandas.core.indexes.base.Index),1,pandas
numpy.cosh(pandas.core.indexes.category.CategoricalIndex),1,pandas
numpy.random._sfc64.__warningregistry__,1,skimage
numpy.tanh(pandas.core.indexes.category.CategoricalIndex),1,pandas
pandas.core.arrays.integer.UInt32Dtype != numpy.dtype,1,pandas
"numpy.array(list[numpy.timedelta64], dtype=Type[builtins.object])",1,pandas
numpy.asarray(a=numpy.timedelta64),1,pandas
numpy.prod(a=list[int]),1,skimage
"numpy.where(list[builtins.bool], numpy.ndarray, numpy.ndarray)",1,pandas
"numpy.ndarray.view(numpy.ndarray, dtype=Type[numpy.ndarray])",1,pandas
numpy.ndarray[builtins.ellipsis],1,pandas
int + numpy.float64,1,dask.array
"numpy.delete(arr=numpy.ndarray, obj=slice[int, int, NoneType])",1,pandas
"numpy.array(tuple[int, int, int])",1,pandas
"numpy.delete(arr=numpy.ndarray, obj=tuple[int, int, int])",1,pandas
"numpy.asarray(a=tuple[pandas._libs.tslibs.timestamps.Timestamp, pandas._libs.tslibs.timestamps.Timestamp, pandas._libs.tslibs.timestamps.Timestamp, pandas._libs.tslibs.timestamps.Timestamp, pandas._libs.tslibs.timestamps.Timestamp], dtype=Type[builtins.object])",1,pandas
"numpy.where(tuple[builtins.bool, builtins.bool, builtins.bool, builtins.bool, builtins.bool], numpy.ndarray, int)",1,pandas
"numpy.where(list[builtins.bool], numpy.ndarray, int)",1,pandas
"numpy.repeat(a=pandas.core.indexes.datetimes.DatetimeIndex, axis=int, repeats=int)",1,pandas
"numpy.ndarray.repeat(numpy.ndarray, numpy.ndarray, axis=NoneType)",1,pandas
"numpy.asarray(a=pandas.core.indexes.datetimes.DatetimeIndex, dtype=Type[builtins.object])",1,pandas
"numpy.ndim(a=list[Union[int, pandas._libs.tslibs.timestamps.Timestamp]])",1,pandas
numpy.asarray(a=list[datetime.date]),1,pandas
numpy.ndim(a=list[datetime.date]),1,pandas
float + numpy.float64,1,dask.array
"numpy.array(list[numpy.int64], dtype=Type[numpy.int64])",1,pandas
"numpy.arange(int, numpy.uint64, int, dtype=Type[numpy.int64])",1,pandas
"numpy.float64[tuple[builtins.ellipsis, NoneType, NoneType, NoneType, NoneType, NoneType, NoneType]]",1,dask.array
numpy.uint64 > numpy.uint64,1,pandas
"numpy.isnan(tuple[int, int, int, int, int, int])",1,dask.array
"numpy.arange(numpy.int64, int, int, dtype=Type[numpy.int64])",1,pandas
"numpy.ndim(a=list[Union[pandas._libs.tslibs.timestamps.Timestamp, str]])",1,pandas
"numpy.ndarray[slilist[Union[pandas._libs.tslibs.period.Period, pandas._libs.tslibs.timestamps.Timestamp]]e[NoneType, NoneType, NoneType]] = list[Union[pandas._libs.tslibs.period.Period, pandas._libs.tslibs.timestamps.Timestamp]]",1,pandas
"numpy.clip(a=numpy.ndarray, a_max=NoneType, a_min=int)",1,skimage
"numpy.array(list[Union[float, pandas._libs.tslibs.nattype.NaTType, pandas._libs.tslibs.timestamps.Timestamp]])",1,pandas
"numpy.array(list[Union[pandas._libs.tslibs.nattype.NaTType, str]], dtype=str)",1,pandas
"numpy.ndarray[slilist[tuple[pandas._libs.tslibs.timedeltas.Timedelta, pandas._libs.tslibs.timedeltas.Timedelta]]e[NoneType, NoneType, NoneType]] = list[tuple[pandas._libs.tslibs.timedeltas.Timedelta, pandas._libs.tslibs.timedeltas.Timedelta]]",1,pandas
"numpy.asarray(a=list[tuple[pandas._libs.tslibs.timedeltas.Timedelta, pandas._libs.tslibs.timedeltas.Timedelta]], dtype=NoneType)",1,pandas
"numpy.asarray(a=list[tuple[int, int]], dtype=NoneType)",1,pandas
dask.array.core.Array * numpy.float64,1,dask.array
"Type[numpy.float64] in tuple[Type[builtins.list], Type[builtins.tuple], Type[builtins.set]]",1,dask.array
