function,count
numpy.pandas.core.arrays.boolean.BooleanArrayool_ * pandas.core.arrays.boolean.BooleanArray,1
"numpy.asarray(a=list[Union[numpy.int8, pandas._libs.missing.NAType]], dtype=Type[builtins.object])",1
numpy.pandas.core.arrays.boolean.BooleanArrayool_ // pandas.core.arrays.boolean.BooleanArray,1
numpy.pandas.core.arrays.boolean.BooleanArrayool_ / pandas.core.arrays.boolean.BooleanArray,1
"numpy.asarray(a=list[Union[numpy.float64, pandas._libs.missing.NAType]], dtype=Type[builtins.object])",1
numpy.pandas.core.arrays.boolean.BooleanArrayool_ ** pandas.core.arrays.boolean.BooleanArray,1
numpy.pandas.core.arrays.boolean.BooleanArrayool_ % pandas.core.arrays.boolean.BooleanArray,1
"numpy.ndarray[slilist[Union[numpy.float64, pandas._libs.missing.NAType]]e[NoneType, NoneType, NoneType]] = list[Union[numpy.float64, pandas._libs.missing.NAType]]",1
"numpy.asarray(a=list[Union[numpy.bool_, numpy.int8]], dtype=Type[builtins.object])",1
"numpy.ndarray[slilist[Union[numpy.bool_, numpy.int8]]e[NoneType, NoneType, NoneType]] = list[Union[numpy.bool_, numpy.int8]]",1
numpy.bool_.index,1
numpy.numpy.ndarrayool_ + numpy.ndarray,1
numpy.pandas.core.arrays.boolean.BooleanArrayool_ - pandas.core.arrays.boolean.BooleanArray,1
numpy.numpy.ndarrayool_ * numpy.ndarray,1
numpy.numpy.ndarrayool_ / numpy.ndarray,1
"numpy.asarray(a=tuple[int, int])",1
"numpy.asarray(a=tuple[int, int, int])",1
"numpy.asarray(a=tuple[int, int, int, int, int, int])",1
"numpy.asarray(a=tuple[int, int, int, int, int, int, int, int, int])",1
"numpy.ndarray.fill(numpy.ndarray, numpy.int64)",3
"numpy.asarray(a=tuple[int, int, int, int])",1
"numpy.asarray(a=tuple[str, str, str, str, str, str], dtype=Type[builtins.object])",1
"numpy.asarray(a=tuple[str, str, str, str, str, str, str, str, str], dtype=Type[builtins.object])",1
numpy.transpose(a=pandas.core.frame.DataFrame),3
"numpy.ndarray.astype(numpy.ndarray, str, casting=str)",2
numpy.numpy.bool_ool_ + numpy.bool_,4
pandas._linumpy.bool_s.missing.NAType + numpy.bool_,2
"numpy.ndarray[tuple[slifloate[NoneType, NoneType, NoneType], slifloate[int, NoneType, NoneType]]] = float",2
"numpy.repeat(a=pandas.core.series.Series, repeats=int)",1
"numpy.repeat(a=pandas.core.series.Series, repeats=list[int])",1
"numpy.repeat(a=pandas.core.arrays.boolean.BooleanArray, repeats=int)",2
"numpy.repeat(a=pandas.core.arrays.boolean.BooleanArray, repeats=list[int])",2
"numpy.ndarray.repeat(numpy.ndarray, list[int])",5
"numpy.repeat(a=pandas.core.arrays.boolean.BooleanArray, axis=int, repeats=int)",1
"numpy.repeat(pandas.core.arrays.boolean.BooleanArray, int, foo=str)",1
pandas.core.arrays.numpy.ndarrayoolean.BooleanArray | numpy.ndarray,1
Type[pandas.core.arrays.Type[numpy.bool_]oolean.BooleanArray] == Type[numpy.bool_],1
"numpy.ndarray.searchsorted(numpy.ndarray, numpy.bool_, side=NoneType, sorter=str)",1
"numpy.ndarray.searchsorted(numpy.ndarray, numpy.bool_, side=numpy.ndarray, sorter=str)",1
"numpy.ndarray.searchsorted(numpy.ndarray, pandas.core.arrays.boolean.BooleanArray, side=NoneType, sorter=str)",1
"numpy.array(list[Union[numpy.dtype, pandas.core.arrays.boolean.BooleanDtype]])",1
"numpy.repeat(a=numpy.int64, repeats=int)",2
"numpy.ndarray[slilist[pandas.core.arrays.boolean.BooleanArray]e[NoneType, NoneType, NoneType]] = list[pandas.core.arrays.boolean.BooleanArray]",1
numpy.int64 <= float,4
"numpy.array(pandas.core.indexes.base.Index, copy=Type[builtins.object], dtype=builtins.bool)",1
list[pandas.core.arrays.categorical.Categorical] * numpy.int64,1
numpy.array(list[pandas.core.arrays.categorical.Categorical]),1
"numpy.array(pandas.core.arrays.categorical.Categorical, copy=str, dtype=builtins.bool)",1
"numpy.where(numpy.ndarray, numpy.ndarray, numpy.ndarray)",4
"numpy.asarray(a=pandas.core.arrays.integer.IntegerArray, dtype=NoneType)",2
"numpy.asarray(a=list[Union[int, pandas._libs.missing.NAType]])",1
"numpy.asarray(a=list[Union[int, pandas._libs.missing.NAType]], dtype=NoneType)",1
numpy.ndim(a=pandas.core.arrays.categorical.Categorical),1
numpy.asarray(a=list[float]),8
"numpy.all(a=tuple[int, int])",2
"numpy.ndarray[tuple[sliinte[int, NoneType, NoneType]]] = int",1
"numpy.ndarray.repeat(numpy.ndarray, int, axis=NoneType)",1
"numpy.repeat(a=pandas.core.arrays.categorical.Categorical, repeats=int)",2
"numpy.repeat(a=pandas.core.arrays.categorical.Categorical, repeats=list[int])",2
"numpy.repeat(a=pandas.core.arrays.categorical.Categorical, axis=int, repeats=int)",1
"numpy.repeat(pandas.core.arrays.categorical.Categorical, int, foo=str)",1
"numpy.array(pandas.core.arrays.categorical.Categorical, copy=Type[builtins.str], dtype=builtins.bool)",1
"numpy.asarray(a=pandas.core.arrays.categorical.Categorical, dtype=Type[builtins.object])",1
"numpy.array(pandas.core.arrays.categorical.Categorical, copy=builtins.bool)",1
"numpy.array(pandas.tests.extension.test_common.DummyArray, copy=Type[builtins.object], dtype=builtins.bool)",1
"numpy.array(pandas.tests.extension.test_common.DummyArray, copy=str, dtype=builtins.bool)",1
pandas.core.dtypes.dtypes.DatetimeTZDtype != numpy.dtype,1
numpy.asarray(a=list[pandas._libs.tslibs.nattype.NaTType]),3
list[pandas.core.arrays.datetimes.DatetimeArray] * numpy.int64,1
numpy.array(list[pandas.core.arrays.datetimes.DatetimeArray]),1
"numpy.asarray(a=list, dtype=NoneType)",3
"numpy.argsort(a=pandas.core.arrays.datetimes.DatetimeArray, kind=str)",1
numpy.asarray(a=list[builtins.bool]),6
numpy.ndim(a=list[builtins.bool]),1
"numpy.ndarray[tuple[slifloate[int, NoneType, NoneType], slifloate[NoneType, NoneType, NoneType]]] = float",1
"numpy.ndarray[tuple[slifloate[int, NoneType, NoneType]]] = float",2
"numpy.ndarray[tuple[slifloate[NoneType, int, NoneType], slifloate[NoneType, NoneType, NoneType]]] = float",1
"numpy.ndarray[tuple[slifloate[NoneType, NoneType, NoneType], slifloate[NoneType, int, NoneType]]] = float",2
"numpy.repeat(a=pandas.core.arrays.datetimes.DatetimeArray, repeats=int)",1
"numpy.repeat(a=pandas.core.arrays.datetimes.DatetimeArray, repeats=list[int])",2
numpy.repeat,5
numpy.asarray(a=list[pandas._libs.tslibs.timedeltas.Timedelta]),2
numpy.ndim(a=pandas.core.arrays.datetimes.DatetimeArray),1
"numpy.array(list[Union[numpy.dtype, pandas.core.dtypes.dtypes.DatetimeTZDtype]])",1
"numpy.ndarray[slilist[pandas.core.arrays.datetimes.DatetimeArray]e[NoneType, NoneType, NoneType]] = list[pandas.core.arrays.datetimes.DatetimeArray]",1
"numpy.array(list[Union[numpy.dtype, pandas.core.arrays.integer.Int16Dtype]])",1
"numpy.array(list[Union[numpy.dtype, pandas.core.arrays.integer.Int64Dtype]])",1
"numpy.array(list[Union[numpy.dtype, pandas.core.arrays.integer.UInt16Dtype]])",1
"numpy.array(list[Union[numpy.dtype, pandas.core.arrays.integer.UInt64Dtype]])",1
"numpy.array(list[Union[numpy.int8, pandas._libs.missing.NAType]], copy=builtins.bool)",1
"numpy.array(list[Union[numpy.int16, pandas._libs.missing.NAType]], copy=builtins.bool)",1
"numpy.array(list[Union[numpy.int32, pandas._libs.missing.NAType]], copy=builtins.bool)",1
"numpy.array(list[Union[numpy.int64, pandas._libs.missing.NAType]], copy=builtins.bool)",1
"numpy.array(list[Union[numpy.uint8, pandas._libs.missing.NAType]], copy=builtins.bool)",1
"numpy.array(list[Union[numpy.uint16, pandas._libs.missing.NAType]], copy=builtins.bool)",1
"numpy.array(list[Union[numpy.uint32, pandas._libs.missing.NAType]], copy=builtins.bool)",1
"numpy.array(list[Union[numpy.uint64, pandas._libs.missing.NAType]], copy=builtins.bool)",1
numpy.int8 + pandas.core.arrays.integer.IntegerArray,1
numpy.int8 + numpy.ndarray,1
numpy.int16 + pandas.core.arrays.integer.IntegerArray,1
numpy.int16 + numpy.ndarray,1
numpy.int32 + pandas.core.arrays.integer.IntegerArray,1
numpy.int32 + numpy.ndarray,1
numpy.int64 + pandas.core.arrays.integer.IntegerArray,1
numpy.uint8 + pandas.core.arrays.integer.IntegerArray,1
numpy.uint8 + numpy.ndarray,1
numpy.uint16 + pandas.core.arrays.integer.IntegerArray,1
numpy.uint16 + numpy.ndarray,1
numpy.uint32 + pandas.core.arrays.integer.IntegerArray,1
numpy.uint32 + numpy.ndarray,1
numpy.uint64 + pandas.core.arrays.integer.IntegerArray,1
numpy.uint64 + numpy.ndarray,1
numpy.int8 - pandas.core.arrays.integer.IntegerArray,1
numpy.int8 - numpy.ndarray,1
numpy.int16 - pandas.core.arrays.integer.IntegerArray,1
numpy.int16 - numpy.ndarray,1
numpy.int32 - pandas.core.arrays.integer.IntegerArray,1
numpy.int32 - numpy.ndarray,1
numpy.int64 - pandas.core.arrays.integer.IntegerArray,1
numpy.int8 * pandas.core.arrays.integer.IntegerArray,1
numpy.int8 * numpy.ndarray,1
numpy.int16 * pandas.core.arrays.integer.IntegerArray,1
numpy.int16 * numpy.ndarray,1
numpy.int32 * pandas.core.arrays.integer.IntegerArray,1
numpy.int32 * numpy.ndarray,1
numpy.int64 * pandas.core.arrays.integer.IntegerArray,1
numpy.uint8 * pandas.core.arrays.integer.IntegerArray,1
numpy.uint8 * numpy.ndarray,1
numpy.uint16 * pandas.core.arrays.integer.IntegerArray,1
numpy.uint16 * numpy.ndarray,1
numpy.uint32 * pandas.core.arrays.integer.IntegerArray,1
numpy.uint32 * numpy.ndarray,1
numpy.uint64 * pandas.core.arrays.integer.IntegerArray,1
numpy.uint64 * numpy.ndarray,1
numpy.int8 // pandas.core.arrays.integer.IntegerArray,1
numpy.int8 // numpy.ndarray,1
numpy.int16 // pandas.core.arrays.integer.IntegerArray,1
numpy.int16 // numpy.ndarray,1
numpy.int32 // pandas.core.arrays.integer.IntegerArray,1
numpy.int32 // numpy.ndarray,1
numpy.int64 // pandas.core.arrays.integer.IntegerArray,1
numpy.int64 // numpy.ndarray,1
numpy.uint8 // pandas.core.arrays.integer.IntegerArray,1
numpy.uint8 // numpy.ndarray,1
numpy.uint16 // pandas.core.arrays.integer.IntegerArray,1
numpy.uint16 // numpy.ndarray,1
numpy.uint32 // pandas.core.arrays.integer.IntegerArray,1
numpy.uint32 // numpy.ndarray,1
numpy.uint64 // pandas.core.arrays.integer.IntegerArray,1
numpy.uint64 // numpy.ndarray,1
numpy.int8 / pandas.core.arrays.integer.IntegerArray,1
numpy.int8 / numpy.ndarray,1
numpy.int16 / pandas.core.arrays.integer.IntegerArray,1
numpy.int16 / numpy.ndarray,1
numpy.int32 / pandas.core.arrays.integer.IntegerArray,1
numpy.int32 / numpy.ndarray,1
numpy.int64 / pandas.core.arrays.integer.IntegerArray,1
numpy.uint8 / pandas.core.arrays.integer.IntegerArray,1
numpy.uint8 / numpy.ndarray,1
numpy.uint16 / pandas.core.arrays.integer.IntegerArray,1
numpy.uint16 / numpy.ndarray,1
numpy.uint32 / pandas.core.arrays.integer.IntegerArray,1
numpy.uint32 / numpy.ndarray,1
numpy.uint64 / pandas.core.arrays.integer.IntegerArray,1
numpy.uint64 / numpy.ndarray,1
numpy.int8 ** pandas.core.arrays.integer.IntegerArray,1
numpy.int8 ** numpy.ndarray,1
"numpy.array(list[numpy.int8], copy=builtins.bool)",1
"numpy.generic.astype(numpy.int16, numpy.dtype)",1
numpy.int32 ** pandas.core.arrays.integer.IntegerArray,1
numpy.int32 ** numpy.ndarray,1
"numpy.array(list[numpy.int32], copy=builtins.bool)",1
"numpy.generic.astype(numpy.int64, numpy.dtype)",1
numpy.uint8 ** pandas.core.arrays.integer.IntegerArray,1
numpy.uint8 == int,1
numpy.uint8 ** numpy.ndarray,1
"numpy.array(list[numpy.uint8], copy=builtins.bool)",1
"numpy.generic.astype(numpy.uint16, numpy.dtype)",1
numpy.uint32 ** pandas.core.arrays.integer.IntegerArray,1
numpy.uint32 == int,1
numpy.uint32 ** numpy.ndarray,1
"numpy.array(list[numpy.uint32], copy=builtins.bool)",1
"numpy.generic.astype(numpy.uint64, numpy.dtype)",1
numpy.int8 % pandas.core.arrays.integer.IntegerArray,1
numpy.int8 % numpy.ndarray,1
numpy.int16 % pandas.core.arrays.integer.IntegerArray,1
numpy.int16 % numpy.ndarray,1
numpy.int32 % pandas.core.arrays.integer.IntegerArray,1
numpy.int32 % numpy.ndarray,1
numpy.int64 % pandas.core.arrays.integer.IntegerArray,1
numpy.int64 % numpy.ndarray,1
numpy.uint8 % pandas.core.arrays.integer.IntegerArray,1
numpy.uint8 % numpy.ndarray,1
numpy.uint16 % pandas.core.arrays.integer.IntegerArray,1
numpy.uint16 % numpy.ndarray,1
numpy.uint32 % pandas.core.arrays.integer.IntegerArray,1
numpy.uint32 % numpy.ndarray,1
numpy.uint64 % pandas.core.arrays.integer.IntegerArray,1
numpy.uint64 % numpy.ndarray,1
"numpy.ndarray[slilist[numpy.int16]e[NoneType, NoneType, NoneType]] = list[numpy.int16]",1
"numpy.ndarray[slilist[numpy.uint8]e[NoneType, NoneType, NoneType]] = list[numpy.uint8]",1
"numpy.ndarray[slilist[numpy.uint32]e[NoneType, NoneType, NoneType]] = list[numpy.uint32]",1
"numpy.ndarray[slilist[numpy.int8]e[NoneType, NoneType, NoneType]] = list[numpy.int8]",1
"numpy.ndarray[slilist[numpy.int32]e[NoneType, NoneType, NoneType]] = list[numpy.int32]",1
"numpy.ndarray[slilist[numpy.uint16]e[NoneType, NoneType, NoneType]] = list[numpy.uint16]",1
"numpy.ndarray[slilist[numpy.uint64]e[NoneType, NoneType, NoneType]] = list[numpy.uint64]",1
"numpy.array(list[Union[numpy.float32, pandas._libs.missing.NAType]], copy=builtins.bool)",1
"numpy.array(list[Union[numpy.float64, pandas._libs.missing.NAType]], copy=builtins.bool)",1
"numpy.ndarray[slilist[Union[numpy.float32, pandas._libs.missing.NAType]]e[NoneType, NoneType, NoneType]] = list[Union[numpy.float32, pandas._libs.missing.NAType]]",1
"numpy.array(list[numpy.int64], copy=builtins.bool)",3
"numpy.array(list[numpy.uint16], copy=builtins.bool)",1
"numpy.array(list[numpy.uint64], copy=builtins.bool)",1
"numpy.array(list[Union[numpy.bool_, pandas._libs.missing.NAType]], copy=builtins.bool)",1
"numpy.ndarray[slilist[Union[numpy.bool_, pandas._libs.missing.NAType]]e[NoneType, NoneType, NoneType]] = list[Union[numpy.bool_, pandas._libs.missing.NAType]]",1
"numpy.array(list[Union[numpy.int8, pandas._libs.missing.NAType]], dtype=Type[builtins.object])",1
int == numpy.int16,2
"numpy.array(pandas.core.arrays.integer.IntegerArray, dtype=Type[builtins.object])",1
"numpy.array(list[Union[numpy.int32, pandas._libs.missing.NAType]], dtype=Type[builtins.object])",1
"numpy.array(list[Union[numpy.uint8, pandas._libs.missing.NAType]], dtype=Type[builtins.object])",1
int == numpy.uint16,2
"numpy.array(list[Union[numpy.uint32, pandas._libs.missing.NAType]], dtype=Type[builtins.object])",1
int == numpy.uint64,2
numpy.int8 != numpy.int8,3
numpy.int16 != numpy.int16,2
"numpy.array(list[numpy.int16], copy=builtins.bool)",1
numpy.int32 != numpy.int32,3
numpy.int64 != numpy.int64,5
numpy.uint8 != numpy.uint8,3
numpy.uint16 != numpy.uint16,2
numpy.uint32 != numpy.uint32,3
numpy.uint64 != numpy.uint64,2
numpy.ndarray[tuple[numpy.ndarray]] = numpy.uint8,1
numpy.ndarray[tuple[numpy.ndarray]] = numpy.uint16,1
numpy.ndarray[tuple[numpy.ndarray]] = numpy.uint32,1
numpy.ndarray[tuple[numpy.ndarray]] = numpy.uint64,1
"numpy.ndarray[slilist[pandas.core.arrays.integer.IntegerArray]e[NoneType, NoneType, NoneType]] = list[pandas.core.arrays.integer.IntegerArray]",1
"numpy.can_cast(numpy.int8, numpy.dtype)",1
"numpy.can_cast(numpy.int32, numpy.dtype)",1
numpy.int64(numpy.int64),4
"numpy.can_cast(numpy.uint8, numpy.dtype)",1
"numpy.can_cast(numpy.uint16, numpy.dtype)",1
"numpy.can_cast(numpy.uint32, numpy.dtype)",1
"numpy.can_cast(numpy.uint64, numpy.dtype)",1
numpy.int8(numpy.int8),1
numpy.int32(numpy.int32),1
numpy.uint8(numpy.uint8),1
numpy.uint32(numpy.uint32),1
numpy.ndarray[int] = numpy.int8,2
numpy.ndarray[int] = numpy.int32,1
numpy.ndarray[int] = numpy.uint8,1
numpy.ndarray[int] = numpy.uint32,1
pandas.core.series.Series == numpy.int16,1
pandas.core.series.Series == numpy.int64,6
pandas.core.series.Series == numpy.uint16,1
pandas.core.series.Series == numpy.uint64,1
pandas.core.arrays.integer.IntegerArray == numpy.int8,1
pandas.core.arrays.integer.IntegerArray == numpy.int32,1
pandas.core.arrays.integer.IntegerArray == numpy.uint8,1
pandas.core.arrays.integer.IntegerArray == numpy.uint32,1
numpy.ndim(a=pandas.core.arrays.integer.IntegerArray),1
"numpy.array(pandas.core.arrays.integer.IntegerArray, copy=builtins.bool)",2
"numpy.ndarray[slinumpy.int8e[NoneType, int, NoneType]] = numpy.int8",1
"numpy.ndarray[slinumpy.int32e[NoneType, int, NoneType]] = numpy.int32",1
"numpy.ndarray[slinumpy.uint8e[NoneType, int, NoneType]] = numpy.uint8",1
"numpy.ndarray[slinumpy.uint32e[NoneType, int, NoneType]] = numpy.uint32",1
"numpy.ndarray[slinumpy.int16e[int, int, NoneType]] = numpy.int16",1
"numpy.ndarray[slinumpy.int64e[int, int, NoneType]] = numpy.int64",1
"numpy.ndarray[slinumpy.uint16e[int, int, NoneType]] = numpy.uint16",1
"numpy.ndarray[slinumpy.uint64e[int, int, NoneType]] = numpy.uint64",1
"numpy.argsort(a=pandas.core.arrays.integer.IntegerArray, kind=str)",1
numpy.int8 - int,1
numpy.int32 - int,1
numpy.uint8 - int,1
numpy.uint32 - int,1
numpy.ndarray[numpy.ndarray] = numpy.float64,6
numpy.int16 - int,1
numpy.uint16 - int,1
numpy.uint64 - int,1
numpy.int8 + numpy.int8,4
pandas._linumpy.int8s.missing.NAType + numpy.int8,1
numpy.int16 + numpy.int16,4
pandas._linumpy.int16s.missing.NAType + numpy.int16,2
numpy.int32 + numpy.int32,4
pandas._linumpy.int32s.missing.NAType + numpy.int32,1
pandas._linumpy.int64s.missing.NAType + numpy.int64,2
numpy.uint8 + numpy.uint8,4
pandas._linumpy.uint8s.missing.NAType + numpy.uint8,1
numpy.uint16 + numpy.uint16,4
pandas._linumpy.uint16s.missing.NAType + numpy.uint16,2
numpy.uint32 + numpy.uint32,4
pandas._linumpy.uint32s.missing.NAType + numpy.uint32,1
numpy.uint64 + numpy.uint64,6
pandas._linumpy.uint64s.missing.NAType + numpy.uint64,2
"numpy.asarray(a=pandas.core.arrays.integer.IntegerArray, dtype=numpy.dtype)",1
Type[pandas.core.arrays.integer.IntegerArray] == Type[numpy.int8],1
Type[pandas.core.arrays.integer.IntegerArray] == Type[numpy.int16],1
Type[pandas.core.arrays.integer.IntegerArray] == Type[numpy.int32],1
Type[pandas.core.arrays.integer.IntegerArray] == Type[numpy.int64],1
Type[pandas.core.arrays.integer.IntegerArray] == Type[numpy.uint8],1
Type[pandas.core.arrays.integer.IntegerArray] == Type[numpy.uint32],1
"numpy.array(list[Union[numpy.dtype, pandas.core.arrays.integer.Int8Dtype]])",1
"numpy.array(list[Union[numpy.dtype, pandas.core.arrays.integer.Int32Dtype]])",1
"numpy.array(list[Union[numpy.dtype, pandas.core.arrays.integer.UInt8Dtype]])",1
"numpy.array(list[Union[numpy.dtype, pandas.core.arrays.integer.UInt32Dtype]])",1
"numpy.prod(a=numpy.ndarray, where=numpy.ndarray)",1
numpy.isnan(numpy.bool_),1
numpy.int64 /= float,1
pandas.core.dtypes.dtypes.IntervalDtype != numpy.dtype,1
"numpy.asarray(a=pandas.core.arrays.interval.IntervalArray, dtype=NoneType)",3
numpy.array(list[pandas.core.dtypes.dtypes.IntervalDtype]),1
numpy.ndarray[numpy.ndarray] = list[pandas.core.arrays.interval.IntervalArray],1
"numpy.ndarray[slilist[Union[float, pandas._libs.interval.Interval]]e[NoneType, NoneType, NoneType]] = list[Union[float, pandas._libs.interval.Interval]]",1
pandas.core.dtypes.dtypes.IntervalDtype == Type[numpy.object_],2
"numpy.array(list[Union[numpy.dtype, pandas.core.dtypes.dtypes.IntervalDtype]])",1
numpy.concatenate(list[pandas.core.indexes.numeric.Float64Index]),2
"numpy.ndarray[slilist[pandas.core.arrays.interval.IntervalArray]e[NoneType, NoneType, NoneType]] = list[pandas.core.arrays.interval.IntervalArray]",1
"numpy.array(list[pandas._libs.interval.Interval], dtype=Type[builtins.object])",3
"numpy.ndarray[slilist[Union[builtins.bool, numpy.bool_]]e[NoneType, NoneType, NoneType]] = list[Union[builtins.bool, numpy.bool_]]",1
numpy.ndarray[numpy.ndarray] = pandas.core.indexes.numeric.Float64Index,2
"numpy.ndarray.searchsorted(numpy.ndarray, pandas._libs.interval.Interval, side=NoneType, sorter=str)",1
"numpy.repeat(a=pandas.core.arrays.interval.IntervalArray, repeats=int)",1
"numpy.repeat(a=pandas.core.arrays.interval.IntervalArray, repeats=list[int])",2
numpy.ndarray[numpy.ndarray] = pandas.core.indexes.numeric.Int64Index,2
"numpy.ndarray[slinumpy.float64e[NoneType, int, NoneType]] = numpy.float64",3
"numpy.ndarray[slipandas.core.indexes.numeric.Float64Indexe[NoneType, int, NoneType]] = pandas.core.indexes.numeric.Float64Index",2
pandas.core.arrays.numpy_.PandasDtype == numpy.dtype,1
"numpy.array(pandas.core.arrays.numpy_.PandasArray, copy=numpy.dtype, dtype=builtins.bool)",1
"numpy.asarray(a=list[float], dtype=numpy.dtype)",1
numpy.array(list[pandas.core.arrays.numpy_.PandasDtype]),1
"numpy.asarray(a=list[numpy.float64], dtype=NoneType)",2
"numpy.asarray(a=list[numpy.float64], dtype=numpy.dtype)",2
"numpy.asarray(a=list[Union[float, tuple[int]]], dtype=numpy.dtype)",1
"numpy.asarray(a=pandas.core.arrays.numpy_.PandasArray, dtype=Type[builtins.object])",1
"numpy.array(pandas.core.arrays.numpy_.PandasArray, copy=builtins.bool)",2
"numpy.ndarray[slilist[pandas.core.arrays.numpy_.PandasArray]e[NoneType, NoneType, NoneType]] = list[pandas.core.arrays.numpy_.PandasArray]",1
"numpy.array(list[Union[numpy.dtype, pandas.core.arrays.numpy_.PandasDtype]])",1
numpy.concatenate(list[pandas.core.arrays.numpy_.PandasArray]),1
"numpy.array(pandas.core.arrays.numpy_.PandasArray, copy=pandas.core.arrays.numpy_.PandasDtype, dtype=builtins.bool)",1
"numpy.asarray(a=tuple[int], dtype=numpy.dtype)",1
numpy.float64 != numpy.float64,8
numpy.ndarray == tuple[int],4
numpy.array(pandas.core.arrays.numpy_.PandasArray),3
"numpy.array(list[numpy.float64], dtype=Type[builtins.object])",1
"numpy.argsort(a=pandas.core.arrays.numpy_.PandasArray, kind=str)",2
numpy.array(list[numpy.int64]),5
"numpy.ndarray.searchsorted(numpy.ndarray, pandas.core.arrays.numpy_.PandasArray, side=NoneType, sorter=str)",1
"numpy.asarray(a=list[Union[float, numpy.float64]], dtype=numpy.dtype)",1
"numpy.repeat(a=pandas.core.arrays.numpy_.PandasArray, repeats=int)",1
"numpy.repeat(a=pandas.core.arrays.numpy_.PandasArray, repeats=list[int])",1
pandas.core.arrays.numpy_.PandasArray | numpy.ndarray,1
Type[pandas.core.arrays.numpy_.PandasArray] == Type[numpy.float64],1
numpy.float64 + pandas.core.arrays.numpy_.PandasArray,1
numpy.float64 * pandas.core.arrays.numpy_.PandasArray,1
numpy.float64 / pandas.core.arrays.numpy_.PandasArray,1
numpy.float64 % pandas.core.arrays.numpy_.PandasArray,1
pandas.core.arrays.numpy_.PandasDtype == Type[numpy.object_],1
numpy.ndim(a=pandas.core.arrays.numpy_.PandasArray),1
"numpy.array(list[Union[numpy.dtype, pandas.core.dtypes.dtypes.PeriodDtype]])",1
"numpy.asarray(a=pandas.core.arrays.period.PeriodArray, dtype=numpy.dtype)",3
"numpy.asarray(a=pandas.core.arrays.period.PeriodArray, dtype=Type[builtins.object])",1
list[pandas.core.arrays.period.PeriodArray] * numpy.int64,1
numpy.array(list[pandas.core.arrays.period.PeriodArray]),1
numpy.ndarray[numpy.ndarray] = list[pandas.core.arrays.period.PeriodArray],1
"numpy.argsort(a=pandas.core.arrays.period.PeriodArray, kind=str)",1
"numpy.repeat(a=pandas.core.arrays.period.PeriodArray, repeats=int)",1
"numpy.repeat(a=pandas.core.arrays.period.PeriodArray, repeats=list[int])",2
"numpy.array(pandas.core.arrays.period.PeriodArray, dtype=Type[builtins.object])",1
"numpy.asarray(a=list[pandas.tseries.offsets.Day], dtype=Type[builtins.object])",1
"numpy.ndarray[slilist[pandas.core.arrays.period.PeriodArray]e[NoneType, NoneType, NoneType]] = list[pandas.core.arrays.period.PeriodArray]",1
"numpy.array(list[Union[numpy.dtype, pandas.core.arrays.sparse.dtype.SparseDtype]])",1
numpy.array(pandas.core.arrays.sparse.array.SparseArray),4
"numpy.issubdtype(arg1=Type[numpy.int64], arg2=Type[numpy.integer])",1
"numpy.ndarray[slilist[Union[int, numpy.int64]]e[NoneType, NoneType, NoneType]] = list[Union[int, numpy.int64]]",1
pandas.core.arrays.sparse.dtype.SparseDtype == numpy.dtype,1
pandas.core.arrays.sparse.dtype.SparseDtype == Type[numpy.object_],1
"numpy.ndarray[slilist[pandas.core.arrays.sparse.array.SparseArray]e[NoneType, NoneType, NoneType]] = list[pandas.core.arrays.sparse.array.SparseArray]",1
numpy.result_type(Type[builtins.int]),1
numpy.atleast_2d(arys=tuple[pandas.core.arrays.sparse.array.SparseArray]),1
"numpy.asarray(a=pandas.core.arrays.sparse.array.SparseArray, dtype=NoneType)",2
"numpy.where(numpy.ndarray, numpy.float64, numpy.ndarray)",1
"numpy.result_type(numpy.ndarray, Type[numpy.float64])",1
"numpy.argsort(a=pandas.core.arrays.sparse.array.SparseArray, kind=str)",1
"numpy.array(pandas.core.arrays.sparse.array.SparseArray, copy=builtins.bool)",1
"numpy.ndarray[sliinte[int, NoneType, int]] = int",1
numpy.random.uniform,2
"numpy.ndarray[slifloate[int, NoneType, int]] = float",2
"numpy.repeat(a=pandas.core.arrays.sparse.array.SparseArray, repeats=int)",2
"numpy.repeat(a=pandas.core.arrays.sparse.array.SparseArray, repeats=list[int])",2
"numpy.repeat(a=pandas.core.arrays.sparse.array.SparseArray, axis=int, repeats=int)",1
"numpy.repeat(pandas.core.arrays.sparse.array.SparseArray, int, foo=str)",1
"numpy.where(numpy.ndarray, pandas.core.arrays.sparse.array.SparseArray, float)",1
"numpy.where(numpy.ndarray, pandas.core.arrays.sparse.array.SparseArray, pandas.core.arrays.sparse.array.SparseArray)",1
"numpy.asarray(a=pandas.core.arrays.sparse.array.SparseArray, dtype=Type[numpy.bool_])",1
"numpy.ndarray.searchsorted(numpy.ndarray, numpy.ndarray, str, NoneType)",1
"numpy.ndarray.searchsorted(numpy.ndarray, numpy.ndarray, str, numpy.ndarray)",1
"numpy.result_type(numpy.dtype, Type[builtins.str])",1
"numpy.result_type(numpy.ndarray, Type[builtins.str])",1
"numpy.result_type(numpy.ndarray, Type[numpy.int64])",1
numpy.float64 + pandas.core.arrays.sparse.array.SparseArray,1
numpy.float64 * pandas.core.arrays.sparse.array.SparseArray,1
numpy.float64 // numpy.ndarray,1
numpy.float64 / pandas.core.arrays.sparse.array.SparseArray,1
numpy.float64 ** numpy.ndarray,1
