function,count
"numpy.fft.ifft(a=numpy.ndarray, axis=int, n=NoneType)",1
numpy.fft.rfft(a=numpy.ndarray),2
"numpy.fft.rfft(a=numpy.ndarray, axis=int, n=NoneType)",1
numpy.fft.irfft(a=numpy.ndarray),3
"numpy.fft.irfft(a=numpy.ndarray, axis=int, n=NoneType)",1
numpy.fft.hfft(a=numpy.ndarray),2
"numpy.fft.hfft(a=numpy.ndarray, axis=int, n=NoneType)",1
numpy.fft.ihfft(a=numpy.ndarray),2
"numpy.fft.ihfft(a=numpy.ndarray, axis=int, n=NoneType)",1
"numpy.fft.fft2(a=numpy.ndarray, s=tuple[int, int])",1
"numpy.fft.fft2(a=numpy.ndarray, axes=tuple[int, int], s=tuple[int, int])",3
numpy.fft,8
"numpy.fft.ifft2(a=numpy.ndarray, axes=tuple[int, int])",1
"numpy.fft.ifft2(a=numpy.ndarray, axes=tuple[int, int], s=NoneType)",1
"numpy.fft.ifft2(a=numpy.ndarray, axes=tuple[int, int], s=tuple[int, int])",2
numpy.fft.fftn(a=numpy.ndarray),2
"numpy.fft.fftn(a=numpy.ndarray, s=tuple[int, int])",1
"numpy.fft.fftn(a=numpy.ndarray, axes=tuple[int, int], s=tuple[int, int])",3
"numpy.fft.ifftn(a=numpy.ndarray, axes=tuple[int, int])",1
"numpy.fft.ifftn(a=numpy.ndarray, axes=tuple[int, int], s=NoneType)",1
"numpy.fft.ifftn(a=numpy.ndarray, axes=tuple[int, int], s=tuple[int, int])",2
numpy.fft.rfft2(a=numpy.ndarray),2
"numpy.fft.rfft2(a=numpy.ndarray, s=tuple[int, int])",1
"numpy.fft.rfft2(a=numpy.ndarray, axes=tuple[int, int], s=tuple[int, int])",3
"numpy.fft.irfft2(a=numpy.ndarray, axes=tuple[int, int])",3
"numpy.fft.irfft2(a=numpy.ndarray, axes=tuple[int, int], s=NoneType)",1
"numpy.fft.irfft2(a=numpy.ndarray, axes=tuple[int, int], s=tuple[int, int])",1
numpy.fft.rfftn(a=numpy.ndarray),2
"numpy.fft.rfftn(a=numpy.ndarray, s=tuple[int, int])",1
"numpy.fft.rfftn(a=numpy.ndarray, axes=tuple[int, int], s=tuple[int, int])",3
"numpy.fft.irfftn(a=numpy.ndarray, axes=tuple[int, int])",3
"numpy.fft.irfftn(a=numpy.ndarray, axes=tuple[int, int], s=NoneType)",1
"numpy.fft.irfftn(a=numpy.ndarray, axes=tuple[int, int], s=tuple[int, int])",1
"numpy.fft.fft(a=numpy.ndarray, axis=int, n=int)",4
"numpy.fft.fft(a=numpy.ndarray, n=int)",3
"numpy.fft.ifft(a=numpy.ndarray, n=int)",1
"numpy.fft.ifft(a=numpy.ndarray, axis=int, n=int)",2
"numpy.fft.ifft(a=numpy.ndarray, axis=int)",4
"numpy.fft.rfft(a=numpy.ndarray, axis=int, n=int)",4
"numpy.fft.rfft(a=numpy.ndarray, n=int)",3
"numpy.fft.irfft(a=numpy.ndarray, n=int)",1
"numpy.fft.irfft(a=numpy.ndarray, axis=int, n=int)",2
"numpy.fft.irfft(a=numpy.ndarray, axis=int)",3
"numpy.fft.hfft(a=numpy.ndarray, axis=int, n=int)",4
"numpy.fft.hfft(a=numpy.ndarray, n=int)",3
"numpy.fft.ihfft(a=numpy.ndarray, n=int)",3
"numpy.fft.ihfft(a=numpy.ndarray, axis=int, n=int)",3
"numpy.fft.ihfft(a=numpy.ndarray, axis=int)",1
"numpy.arange(numpy.int64, dtype=str)",1
"numpy.ones(dtype=numpy.dtype, shape=tuple[int, int, int])",2
"numpy.complex128[tuple[builtins.ellipsis, NoneType, NoneType, NoneType]]",1
"numpy.fft.fft2(a=numpy.ndarray, axes=tuple[int])",1
"numpy.prod(a=tuple[int, int, int])",5
"numpy.fft.ifft2(a=numpy.ndarray, axes=tuple[int])",1
"numpy.fft.ifft2(a=numpy.ndarray, axes=tuple[int], s=NoneType)",1
"numpy.fft.fftn(a=numpy.ndarray, axes=tuple[int])",1
"numpy.fft.fftn(a=numpy.ndarray, axes=tuple[int, int])",4
"numpy.fft.ifftn(a=numpy.ndarray, axes=tuple[int])",1
"numpy.fft.ifftn(a=numpy.ndarray, axes=tuple[int], s=NoneType)",1
"numpy.fft.rfft2(a=numpy.ndarray, axes=tuple[int])",1
"numpy.fft.rfft2(a=numpy.ndarray, axes=tuple[int, int])",4
"numpy.fft.irfft2(a=numpy.ndarray, axes=tuple[int])",1
"numpy.fft.irfft2(a=numpy.ndarray, axes=tuple[int], s=NoneType)",1
"numpy.fft.rfftn(a=numpy.ndarray, axes=tuple[int])",1
"numpy.fft.rfftn(a=numpy.ndarray, axes=tuple[int, int])",4
"numpy.fft.irfftn(a=numpy.ndarray, axes=tuple[int])",1
"numpy.fft.irfftn(a=numpy.ndarray, axes=tuple[int], s=NoneType)",1
numpy.fft.__name__,1
builtins.function.__doc__,2
numpy.isscalar(element=numpy.complex64),1
"numpy.complex64[tuple[builtins.ellipsis, NoneType, NoneType]]",1
numpy.fft.ifft2(a=numpy.ndarray),2
"numpy.fft.fftn(a=numpy.ndarray, axes=tuple[int, int], s=NoneType)",1
numpy.fft.ifftn(a=numpy.ndarray),2
"numpy.fft.rfft2(a=numpy.ndarray, axes=tuple[int, int], s=NoneType)",1
numpy.fft.irfft2(a=numpy.ndarray),1
"numpy.fft.rfftn(a=numpy.ndarray, axes=tuple[int, int], s=NoneType)",1
numpy.fft.irfftn(a=numpy.ndarray),1
"numpy.fft.fftfreq(d=float, n=int)",1
numpy.ndarray[numpy.ndarray] = numpy.ndarray,1
numpy.ndarray -= int,1
numpy.ndarray /= float,1
"numpy.fft.rfftfreq(d=float, n=int)",1
numpy.arange(numpy.int64),4
"numpy.fft.fftshift(axes=int, x=numpy.ndarray)",1
"numpy.fft.ifftshift(axes=tuple[int, int], x=numpy.ndarray)",1
"numpy.fft.fftshift(axes=tuple[int, int], x=numpy.ndarray)",1
"numpy.fft.ifftshift(axes=int, x=numpy.ndarray)",1
"numpy.fft.ifftshift(axes=NoneType, x=numpy.ndarray)",1
"numpy.fft.ifftshift(axes=tuple[int, int, int], x=numpy.ndarray)",1
"numpy.testing._private.utils.assert_equal(actual=tuple[list[tuple[str]], tuple], desired=tuple[list[tuple[str]], tuple])",2
"numpy.testing._private.utils.assert_equal(actual=tuple[list[tuple[str]], list[Union[tuple, tuple[str]]]], desired=tuple[list[tuple[str]], list[Union[tuple, tuple[str]]]])",1
numpy.mean,11
"numpy.std(a=numpy.ndarray, axis=int)",8
numpy.std,6
"numpy.vectorize(otypes=str, pyfunc=builtins.function, signature=list[str])",1
Type[numpy.vectorize].__module__,1
numpy.<numpy.vectorize object at 0x7fe2b8085c70>(args=tuple[numpy.ndarray]),1
numpy.vectorize.pyfunc,1
numpy.<numpy.vectorize object at 0x7fe2b8088130>(args=tuple[numpy.ndarray]),1
numpy.dtype.type,4
Type[numpy.float64] == Type[numpy.float32],1
"numpy.random.mtrand.RandomState.normal(numpy.random.mtrand.RandomState, float, float, size=tuple[int, int])",1
"numpy.transpose(a=numpy.ndarray, axes=tuple[int, int, int, int])",2
"numpy.transpose(a=numpy.ndarray, axes=tuple[int])",2
"numpy.array(list[int], dtype=Type[builtins.int])",1
numpy.isscalar(element=tuple[numpy.ndarray]),1
"numpy.isscalar(element=tuple[int, int])",1
"numpy.transpose(a=numpy.ndarray, axes=tuple)",1
"numpy.isscalar(element=tuple[int, numpy.ndarray])",1
"numpy.ndarray.astype(numpy.ndarray, Type[builtins.int])",2
"numpy.random.mtrand.RandomState.randn(numpy.random.mtrand.RandomState, int)",1
"numpy.ones(dtype=Type[builtins.int], shape=tuple[int, int])",1
numpy.<numpy.vectorize object at 0x7fe2cbb0bf70>(args=tuple[numpy.ndarray]),1
"numpy.vectorize(otypes=str, pyfunc=builtins.function, signature=list[Type[builtins.float]])",1
"numpy.isscalar(element=tuple[numpy.ndarray, numpy.ndarray, numpy.ndarray])",1
"numpy.transpose(a=numpy.ndarray, axes=tuple[int, int, int])",2
"numpy.random.mtrand.RandomState.normal(numpy.random.mtrand.RandomState, float, float, size=tuple[int])",1
"numpy.random.mtrand.RandomState.randn(numpy.random.mtrand.RandomState, int, int)",4
"numpy.median(a=numpy.ndarray, axis=builtins.bool, keepdims=int)",3
numpy.median,3
"numpy.median(a=numpy.ndarray, axis=int)",2
numpy.fft.fft,3
"numpy.fft.fft(a=numpy.ndarray, axis=int)",2
"numpy.ndarray[sliinte[int, int, NoneType]] = int",1
numpy.fft.ifft,1
numpy.diff,2
"numpy.diff(a=numpy.ndarray, axis=int)",1
"numpy.einsum(operands=tuple[str, numpy.ndarray, numpy.ndarray])",4
"numpy.vectorize(pyfunc=builtins.function, signature=str)",1
"numpy.<numpy.vectorize object at 0x7fe3082f4eb0>(args=tuple[numpy.ndarray, numpy.ndarray])",1
"numpy.g(dask.array.core.Array, dask.array.core.Array, axis=int)",1
"numpy.g(numpy.ndarray, numpy.ndarray)",1
numpy.uint8.ndim,2
"numpy.random.mtrand.RandomState.randint(numpy.random.mtrand.RandomState, int, int, size=tuple[int, int, int])",1
"numpy.int8[tuple[builtins.ellipsis, NoneType, NoneType, NoneType, NoneType]]",1
"numpy.ones(dtype=str, shape=tuple[int, int, int, int])",1
"numpy.ndarray[sliinte[NoneType, NoneType, NoneType]] = int",1
"numpy.uint8[tuple[builtins.ellipsis, NoneType, NoneType, NoneType]]",1
"numpy.array(tuple[int, int], dtype=str)",1
"numpy.array(tuple[int], dtype=str)",1
"numpy.ones(dtype=tuple[int, int], shape=numpy.dtype)",4
numpy.linalg.svd,1
"numpy.ndarray[tuple[slice[int, int, NoneType], int]]",1
"numpy.ndarray[tuple[slinumpy.ndarraye[int, int, NoneType], int]] = numpy.ndarray",1
numpy.ndarray > float,6
"numpy.dot(numpy.ndarray, numpy.ndarray)",7
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], numpy.ndarray]]",5
numpy.ndarray += int,2
"numpy.random.mtrand.RandomState.standard_normal(numpy.random.mtrand.RandomState, size=tuple[int, int])",1
numpy.linalg.norm(x=numpy.ndarray),1
"numpy.allclose(a=numpy.float64, atol=float, b=numpy.float64, equal_nan=builtins.bool, rtol=float)",1
numpy.bool_.shape,5
"numpy.all(a=numpy.ndarray, axis=tuple[int], keepdims=builtins.bool)",2
"numpy.all(numpy.ndarray, axis=tuple[int], computing_meta=builtins.bool, keepdims=builtins.bool)",1
"numpy.all(a=numpy.ndarray, axis=tuple[int, int], keepdims=builtins.bool)",2
"numpy.all(numpy.ndarray, axis=tuple[int, int], computing_meta=builtins.bool, keepdims=builtins.bool)",1
"numpy.allclose(a=dask.array.core.Array, b=numpy.ndarray)",1
numpy.isclose,3
"numpy.random.mtrand.RandomState.seed(numpy.random.mtrand.RandomState, int)",15
numpy.int64 / int,1
"numpy.random.mtrand.RandomState.randint(numpy.random.mtrand.RandomState, int, int, tuple[int, int, int])",7
"numpy.random.mtrand.RandomState.randint(numpy.random.mtrand.RandomState, int, int, int)",6
"numpy.ndarray.astype(numpy.ndarray, Type[builtins.float])",12
"numpy.array(list[list[int]], dtype=numpy.dtype)",3
"numpy.eye(N=int, dtype=Type[builtins.float])",1
numpy.linalg.lstsq,3
numpy.int64 == numpy.int32,2
numpy.ndarray.sort(numpy.ndarray),1
numpy.double,1
numpy.finfo.eps,1
"numpy.linalg.lstsq(a=numpy.ndarray, b=numpy.ndarray, rcond=numpy.float64)",1
numpy.finfo(dtype=Type[numpy.float64]),1
numpy.int32 == int,1
numpy.linalg.matrix_rank,1
numpy.sqrt,1
numpy.linalg.eigvals,1
"numpy.linalg.lstsq(a=numpy.ndarray, b=numpy.ndarray, rcond=int)",1
"numpy.linalg.svd(a=numpy.ndarray, full_matrices=int)",1
"numpy.linalg.norm(axis=NoneType, keepdims=NoneType, ord=builtins.bool, x=numpy.ndarray)",1
"numpy.linalg.norm(axis=int, keepdims=NoneType, ord=builtins.bool, x=numpy.ndarray)",2
"numpy.linalg.norm(axis=tuple[int], keepdims=NoneType, ord=builtins.bool, x=numpy.ndarray)",1
"numpy.linalg.norm(axis=NoneType, keepdims=int, ord=builtins.bool, x=numpy.ndarray)",3
numpy.inf,4
"numpy.linalg.norm(axis=int, keepdims=int, ord=builtins.bool, x=numpy.ndarray)",3
"numpy.linalg.norm(axis=tuple[int], keepdims=int, ord=builtins.bool, x=numpy.ndarray)",2
"numpy.linalg.norm(axis=NoneType, keepdims=float, ord=builtins.bool, x=numpy.ndarray)",2
numpy.linalg.norm,4
"numpy.linalg.norm(axis=tuple[int], keepdims=float, ord=builtins.bool, x=numpy.ndarray)",2
"numpy.linalg.norm(axis=int, keepdims=float, ord=builtins.bool, x=numpy.ndarray)",3
"numpy.linalg.norm(axis=tuple[int, int], keepdims=NoneType, ord=builtins.bool, x=numpy.ndarray)",1
"numpy.empty(tuple[int, int, int, int], dtype=numpy.dtype)",1
"numpy.empty(tuple[int, int, int, int, int], dtype=numpy.dtype)",1
"numpy.linalg.norm(axis=tuple[int, int], keepdims=int, ord=builtins.bool, x=numpy.ndarray)",2
"numpy.float64[tuple[builtins.ellipsis, NoneType, NoneType, NoneType, NoneType, NoneType]]",1
"numpy.linalg.norm(axis=tuple[int, int], keepdims=float, ord=builtins.bool, x=numpy.ndarray)",1
"numpy.random.mtrand.RandomState.random(numpy.random.mtrand.RandomState, tuple[int, int, int, int, int])",2
"numpy.linalg.norm(axis=tuple[int, int], keepdims=str, ord=builtins.bool, x=numpy.ndarray)",1
"numpy.linalg.norm(axis=NoneType, keepdims=str, ord=builtins.bool, x=numpy.ndarray)",1
"numpy.amax(a=numpy.ndarray, axis=tuple[int, int], keepdims=builtins.bool)",2
"numpy.amax(numpy.ndarray, axis=tuple[int, int], computing_meta=builtins.bool, keepdims=builtins.bool)",1
"numpy.random.mtrand.RandomState.random(numpy.random.mtrand.RandomState, size=tuple[int, int])",4
numpy.random.random,10
scipy.sparse.linalg.interface.MatrixLinearOperator * numpy.ndarray,1
"numpy.ma.core.MaskedArray(data=list[int], fill_value=list[builtins.bool], mask=int)",1
"numpy.ma.core.MaskedArray(data=list[int], fill_value=builtins.bool, mask=int)",1
numpy.ma.core.MaskedArray.data,1
numpy.ma.core.MaskedArray.mask,2
numpy.ma.core.MaskedArray.fill_value,2
numpy.ma.core.MaskedArray.dtype,7
numpy.ma.core.MaskedArray.shape,15
numpy.ma.core.MaskedArray.__class__,1
numpy.isscalar(element=numpy.ma.core.MaskedArray),8
numpy.ma.core.MaskedArray.ndim,20
"numpy.ma.core.MaskedArray[tuple[slice[int, int, NoneType]]]",2
numpy.ma.core.MaskedArray in dict,2
"numpy.ma.core.concatenate(arrays=list[numpy.ma.core.MaskedArray], axis=int)",1
Type[numpy.ma.core.MaskedArray] == Type[numpy.ma.core.MaskedArray],4
"numpy.allclose(a=numpy.ma.core.MaskedArray, b=numpy.ma.core.MaskedArray, equal_nan=builtins.bool)",1
Type[numpy.ma.core.MaskedArray].__module__,1
numpy.ma.core._arraymethod.<locals>.wrapped_method(),1
numpy.ma.masked_where,1
"numpy.ma.core.masked_where(a=numpy.ndarray, condition=numpy.ndarray)",1
"Type[numpy.ma.core.MaskedArray] in tuple[Type[builtins.tuple], Type[builtins.str]]",1
numpy.ma.masked_equal,1
"numpy.ma.core.masked_equal(value=int, x=numpy.ndarray)",2
"numpy.ma.core.MaskedArray[tuple[slice[int, int, NoneType], slice[int, int, NoneType], slice[int, int, NoneType]]]",1
numpy.ma.filled,1
"numpy.ma.core.filled(a=numpy.ma.core.MaskedArray, fill_value=int)",3
numpy.expm1(numpy.ma.core.MaskedArray),1
"numpy.ma.core.MaskedArray.reshape(s=tuple[tuple[int, int]], self=numpy.ma.core.MaskedArray)",3
"numpy.ma.core.MaskedArray[tuple[slice[int, int, NoneType], slice[int, int, NoneType]]]",2
numpy.ma.concatenate,1
numpy.unique(ar=list[numpy.float64]),1
numpy.ma.core.MaskedArray.fill_value = numpy.float64,1
"numpy.ma.core.filled(a=numpy.ndarray, fill_value=int)",2
"numpy.ma.core.MaskedArray[tuple[builtins.ellipsis, NoneType]]",1
"numpy.ma.core.MaskedArray[tuple[slice[int, int, NoneType], slice[int, int, NoneType], slice[int, int, NoneType], slice[int, int, NoneType]]]",2
"numpy.ones(dtype=numpy.dtype, shape=tuple[int, int, int, int])",1
"numpy.transpose(a=numpy.ma.core.MaskedArray, axes=tuple[int, int, int])",2
"numpy.ma.core._arraymethod.<locals>.wrapped_method(args=tuple[list[int]], self=numpy.ma.core.MaskedArray)",2
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], slice[NoneType, NoneType, NoneType], NoneType]]",2
numpy.ma.core.MaskedArray.__array_priority__,1
"numpy.ma.core.MaskedArray.reshape(s=tuple[list[int]], self=numpy.ma.core.MaskedArray)",1
"numpy.ma.core.MaskedArray[tuple[slice[NoneType, NoneType, NoneType], slice[NoneType, NoneType, NoneType], NoneType]]",1
"numpy.ma.core.dot(a=numpy.ma.core.MaskedArray, b=numpy.ndarray)",1
"numpy.ma.core.MaskedArray[tuple[slice[NoneType, NoneType, NoneType], slice[NoneType, NoneType, NoneType], NoneType, slice[NoneType, NoneType, NoneType]]]",1
"numpy.tensordot(a=numpy.ndarray, axes=tuple[tuple[int, int], tuple[int, int]], b=numpy.ndarray)",2
"numpy.ma.core.MaskedArray[tuple[NoneType, NoneType, slice[NoneType, NoneType, NoneType]]]",1
"numpy.ndarray.astype(numpy.ma.core.MaskedArray, numpy.dtype)",3
"numpy.amax(a=numpy.ma.core.MaskedArray, axis=tuple[int], keepdims=builtins.bool)",2
"numpy.amax(numpy.ma.core.MaskedArray, axis=tuple[int], computing_meta=builtins.bool, keepdims=builtins.bool)",1
numpy.complex128,1
numpy.dtype(Type[numpy.complex128]),1
numpy.ma.core.MaskedArray.astype,1
numpy.ma.core.MaskedArray * int,1
"numpy.round_(a=numpy.ma.core.MaskedArray, decimals=int)",2
"numpy.ma.core.MaskedArray.reshape(s=tuple[tuple[int, int]])",1
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], slice[NoneType, NoneType, NoneType], NoneType, slice[NoneType, NoneType, NoneType], slice[NoneType, NoneType, NoneType]]]",1
"numpy.ma.core.dot(a=numpy.ma.core.MaskedArray, b=numpy.ma.core.MaskedArray)",1
"numpy.ma.core.MaskedArray[tuple[slice[NoneType, NoneType, NoneType], slice[NoneType, NoneType, NoneType], NoneType, slice[NoneType, NoneType, NoneType], slice[NoneType, NoneType, NoneType]]]",1
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], NoneType, slice[NoneType, NoneType, NoneType], slice[NoneType, NoneType, NoneType], slice[NoneType, NoneType, NoneType]]]",1
"numpy.ma.core.MaskedArray[tuple[slice[NoneType, NoneType, NoneType], NoneType, slice[NoneType, NoneType, NoneType], slice[NoneType, NoneType, NoneType], slice[NoneType, NoneType, NoneType]]]",1
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], NoneType, NoneType, slice[NoneType, NoneType, NoneType]]]",1
"numpy.ma.core.MaskedArray[tuple[slice[NoneType, NoneType, NoneType], NoneType, NoneType, slice[NoneType, NoneType, NoneType]]]",1
"numpy.concatenate(list[Union[numpy.ma.core.MaskedArray, numpy.ndarray]], axis=int)",1
"numpy.ma.core.concatenate(arrays=list[Union[numpy.ma.core.MaskedArray, numpy.ndarray]], axis=int)",1
"numpy.allclose(a=numpy.ndarray, b=numpy.ma.core.MaskedArray, equal_nan=builtins.bool)",1
numpy.unique(ar=list[numpy.bool_]),1
numpy.ma.core.MaskedArray.fill_value = numpy.bool_,1
numpy.unique(ar=list[numpy.complex128]),1
numpy.ma.core.MaskedArray.fill_value = numpy.complex128,1
"numpy.ma.core.masked_greater(value=dask.array.core.Array, x=dask.array.core.Array)",1
"numpy.ma.core.masked_greater(value=numpy.ndarray, x=numpy.ndarray)",1
numpy.unique(ar=list[numpy.int64]),1
numpy.ma.core.MaskedArray.fill_value = numpy.int64,1
"numpy.ma.core.masked_greater(value=dask.array.core.Array, x=numpy.ndarray)",1
"numpy.ma.core.masked_greater(value=int, x=dask.array.core.Array)",3
"numpy.ma.core.masked_greater_equal(value=numpy.ndarray, x=numpy.ndarray)",1
"numpy.ma.core.masked_greater_equal(value=int, x=numpy.ndarray)",1
"numpy.ma.core.masked_less(value=int, x=dask.array.core.Array)",1
"numpy.ma.core.masked_less_equal(value=numpy.ndarray, x=numpy.ndarray)",1
"numpy.ma.core.masked_less_equal(value=int, x=numpy.ndarray)",1
"numpy.ma.core.masked_not_equal(value=numpy.ndarray, x=numpy.ndarray)",1
"numpy.ma.core.masked_not_equal(value=int, x=numpy.ndarray)",1
numpy.asanyarray(a=builtins.bool),1
"numpy.ma.core.masked_where(a=numpy.ndarray, condition=builtins.bool)",1
numpy.ma.masked_inside,1
"numpy.ma.core.masked_inside(v1=int, v2=int, x=numpy.ndarray)",2
numpy.ma.masked_outside,1
"numpy.ma.core.masked_outside(v1=int, v2=int, x=numpy.ndarray)",2
numpy.ma.masked_values,1
"numpy.ma.core.masked_values(atol=float, rtol=float, shrink=builtins.bool, value=int, x=numpy.ndarray)",2
"numpy.ma.core.masked_values(value=int, x=numpy.ndarray)",1
"numpy.ndarray[tuple[int, int]] = float",1
numpy.ma.core.masked_invalid(a=numpy.ndarray),1
"numpy.ma.core.fix_invalid(a=numpy.ndarray, fill_value=int)",1
"numpy.ma.core.fix_invalid(a=numpy.ma.core.MaskedArray, fill_value=int)",2
"numpy.ma.core.filled(a=numpy.ndarray, fill_value=NoneType)",2
"numpy.ma.core.filled(a=numpy.ma.core.MaskedArray, fill_value=NoneType)",2
"numpy.ma.core.masked_greater(value=int, x=numpy.ndarray)",2
numpy.sum(a=numpy.ma.core.MaskedArray),1
"numpy.sum(a=numpy.ma.core.MaskedArray, axis=int)",3
"numpy.testing._private.utils.assert_equal(actual=numpy.bool_, desired=numpy.ndarray)",1
numpy.ma.core.filled(a=numpy.ma.core.MaskedArray),1
"numpy.sum(a=numpy.ma.core.MaskedArray, keepdims=builtins.bool)",1
numpy.testing,9
"numpy.sum(a=numpy.ma.core.MaskedArray, axis=builtins.bool, keepdims=int)",2
numpy.ndarray.prod(numpy.ndarray),1
numpy.prod(a=numpy.ma.core.MaskedArray),1
"numpy.prod(a=numpy.ma.core.MaskedArray, axis=int)",3
"numpy.prod(a=numpy.ma.core.MaskedArray, keepdims=builtins.bool)",1
"numpy.prod(a=numpy.ma.core.MaskedArray, axis=builtins.bool, keepdims=int)",2
numpy.ma.core.MaskedArray.sum,9
"numpy.sum(a=numpy.ma.core.MaskedArray, axis=tuple[int, int], dtype=numpy.dtype, keepdims=builtins.bool)",6
numpy.ones_like(a=numpy.ma.core.MaskedArray),1
"numpy.ma.core.MaskedArray.sum(axis=tuple[int, int], keepdims=builtins.bool)",2
"numpy.sum(a=numpy.ma.core.MaskedArray, axis=tuple[int], dtype=numpy.dtype, keepdims=builtins.bool)",6
"numpy.mean(a=numpy.ma.core.MaskedArray, axis=int)",2
"numpy.ma.core.divide(a=numpy.ma.core.MaskedArray, b=numpy.ma.core.MaskedArray, kwargs=dict)",1
"numpy.ma.core.MaskedArray.sum(axis=tuple[int], dtype=numpy.dtype, keepdims=builtins.bool)",5
"numpy.ma.core.MaskedArray.sum(axis=tuple[int, int], dtype=numpy.dtype, keepdims=builtins.bool)",5
"numpy.ma.core.MaskedArray.sum(axis=tuple[int], keepdims=builtins.bool)",2
"numpy.mean(a=numpy.ma.core.MaskedArray, axis=builtins.bool, keepdims=int)",2
numpy.mean(a=numpy.ma.core.MaskedArray),1
Type[numpy.float64] == Type[numpy.float64],1
"numpy.mean(a=numpy.ma.core.MaskedArray, keepdims=builtins.bool)",1
"numpy.testing._private.utils.assert_equal(actual=numpy.ndarray, desired=numpy.ndarray)",2
"numpy.ma.core.MaskedArray.sum(axis=tuple[int, int], dtype=str, keepdims=builtins.bool)",3
"numpy.sum(a=numpy.ma.core.MaskedArray, axis=tuple[int, int], keepdims=builtins.bool)",1
"numpy.ndarray.astype(numpy.ma.core.MaskedArray, Type[numpy.int64])",1
numpy.ma.core.MaskedArray / numpy.ma.core.MaskedArray,1
numpy.ma.core.MaskedArray ** int,2
numpy.ma.core.MaskedArray - numpy.ma.core.MaskedArray,3
"numpy.stack(arrays=list[numpy.ma.core.MaskedArray], axis=int)",2
"numpy.ma.core.MaskedArray[tuple[builtins.ellipsis, int]]",1
numpy.ma.core.MaskedArray * numpy.ma.core.MaskedArray,1
numpy.ma.core.MaskedArray + numpy.ma.core.MaskedArray,1
"numpy.sum(a=numpy.ma.core.MaskedArray, axis=tuple[int, int], dtype=str, keepdims=builtins.bool)",1
"numpy.ma.core.MaskedArray.reshape(s=tuple[tuple[int]], self=numpy.ma.core.MaskedArray)",1
"numpy.sum(a=numpy.ma.core.MaskedArray, axis=tuple[int], keepdims=builtins.bool)",1
numpy.ma.floatore.MaskedArray[numpy.ma.floatore.MaskedArray] = float,1
numpy.ma.core.MaskedArray - int,1
numpy.ma.core.MaskedArray <= int,1
"numpy.var(a=numpy.ma.core.MaskedArray, keepdims=builtins.bool)",1
"numpy.testing._private.utils.assert_equal(actual=numpy.ndarray, desired=numpy.bool_)",1
"numpy.sum(a=numpy.ma.core.MaskedArray, axis=tuple[int], dtype=str, keepdims=builtins.bool)",1
"numpy.ma.core.MaskedArray.sum(axis=tuple[int], dtype=str, keepdims=builtins.bool)",3
"numpy.var(a=numpy.ma.core.MaskedArray, axis=builtins.bool, keepdims=int)",2
numpy.ma.core.MaskedArray.sum(self=numpy.ma.core.MaskedArray),1
numpy.var(a=numpy.ma.core.MaskedArray),1
"numpy.testing._private.utils.assert_equal(actual=numpy.bool_, desired=numpy.bool_)",1
numpy.std(a=numpy.ma.core.MaskedArray),1
"numpy.std(a=numpy.ma.core.MaskedArray, axis=int)",3
numpy.sqrt(numpy.ma.core.MaskedArray),1
numpy.amin(a=numpy.ma.core.MaskedArray),1
"numpy.amin(a=numpy.ma.core.MaskedArray, axis=tuple[int, int], keepdims=builtins.bool)",2
"numpy.amin(a=numpy.ma.core.MaskedArray, axis=tuple[int], keepdims=builtins.bool)",2
"numpy.amin(numpy.ma.core.MaskedArray, axis=tuple[int, int], computing_meta=builtins.bool, keepdims=builtins.bool)",1
"numpy.amin(numpy.ma.core.MaskedArray, axis=tuple[int], computing_meta=builtins.bool, keepdims=builtins.bool)",1
"numpy.amin(a=numpy.ma.core.MaskedArray, axis=int)",3
"numpy.amin(a=numpy.ma.core.MaskedArray, keepdims=builtins.bool)",1
"numpy.amin(a=numpy.ma.core.MaskedArray, axis=builtins.bool, keepdims=int)",3
numpy.amax(a=numpy.ma.core.MaskedArray),1
"numpy.amax(a=numpy.ma.core.MaskedArray, axis=tuple[int, int], keepdims=builtins.bool)",2
"numpy.amax(numpy.ma.core.MaskedArray, axis=tuple[int, int], computing_meta=builtins.bool, keepdims=builtins.bool)",1
"numpy.amax(a=numpy.ma.core.MaskedArray, axis=int)",3
"numpy.amax(a=numpy.ma.core.MaskedArray, keepdims=builtins.bool)",1
"numpy.amax(a=numpy.ma.core.MaskedArray, axis=builtins.bool, keepdims=int)",3
"numpy.any(a=numpy.ma.core.MaskedArray, axis=tuple[int, int], keepdims=builtins.bool)",2
"numpy.any(numpy.ma.core.MaskedArray, axis=tuple[int, int], computing_meta=builtins.bool, keepdims=builtins.bool)",1
Type[numpy.Type[numpy.bool_]ool_] == Type[numpy.bool_],1
"numpy.allclose(a=numpy.bool_, b=numpy.bool_, equal_nan=builtins.bool)",1
"numpy.ndarray.astype(numpy.ma.core.MaskedArray, str)",1
"numpy.any(a=numpy.ma.core.MaskedArray, axis=tuple[int], keepdims=builtins.bool)",2
